,Age,Location,Phone Brand,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Gender_Male,Gender_Other,OS_iOS
14115,52,3,5,8.6,14.9,148.6,155,5.8,2281,3.2,3.0,763,0,0,1,0
14116,37,2,5,2.0,5.2,103.6,162,4.7,3159,5.9,2.3,1376,4,0,0,0
14117,57,1,1,8.0,32.9,158.2,164,4.7,8387,7.6,4.2,1564,3,1,0,0
14118,43,4,6,3.1,12.8,5.5,135,3.0,7559,4.2,2.5,1381,2,0,0,0
14119,25,9,5,3.3,37.0,196.4,96,5.6,6035,6.9,2.2,1499,4,0,1,0
14120,57,9,5,9.4,49.6,122.8,137,4.4,4537,7.2,3.8,1022,2,0,0,0
14121,44,5,5,10.0,39.5,108.0,59,3.6,4500,5.1,3.6,1435,2,1,0,0
14122,26,1,4,7.6,32.4,47.0,80,4.1,1348,6.0,1.5,993,1,1,0,0
14123,20,5,4,6.2,17.8,31.0,134,5.9,9418,5.4,4.1,336,0,1,0,0
14124,47,5,4,3.3,4.9,102.6,91,1.7,1674,5.7,2.9,914,1,0,0,0
14125,42,2,1,1.5,49.5,283.2,34,5.2,3637,0.6,1.5,1299,1,1,0,0
14126,57,3,4,10.9,9.9,193.4,51,4.8,1183,1.1,3.1,762,1,0,1,0
14127,18,8,2,10.0,12.7,68.2,54,2.8,2223,1.6,3.2,318,3,1,0,0
14128,60,0,1,6.7,23.2,42.0,182,3.2,1817,6.5,1.7,1660,4,0,0,0
14129,22,5,2,2.7,6.0,23.4,37,5.4,7079,6.6,4.0,355,1,0,1,0
14130,24,4,0,10.4,17.3,185.8,19,2.2,5461,6.9,4.5,1243,3,0,1,1
14131,53,1,7,11.5,37.4,258.7,190,4.7,1946,7.7,4.5,786,4,0,0,0
14132,43,7,8,8.2,10.7,20.2,81,1.4,797,3.8,0.9,1660,1,0,0,0
14133,45,9,8,4.8,14.1,26.4,49,4.0,1173,5.1,0.1,1444,1,1,0,0
14134,60,1,7,5.5,33.8,17.1,89,1.0,5797,1.5,1.0,892,2,1,0,0
14135,50,4,5,1.6,4.8,37.1,37,5.2,8970,7.5,3.1,1659,0,0,0,0
14136,35,1,5,2.5,13.7,264.4,184,2.2,2207,3.4,0.2,770,4,1,0,0
14137,15,6,4,11.4,29.5,167.1,78,3.4,4462,5.5,3.7,367,0,0,0,0
14138,33,7,2,2.7,35.0,105.2,126,0.7,240,7.1,0.3,786,3,0,0,0
14139,25,4,6,10.5,48.4,23.9,170,2.6,2386,6.6,0.8,504,2,0,1,0
14140,46,2,3,10.9,5.9,76.3,54,2.5,2285,2.0,2.9,601,2,1,0,0
14141,37,6,7,11.5,14.8,246.7,196,1.5,2410,2.5,2.9,475,3,1,0,0
14142,22,3,8,3.5,38.2,93.0,143,4.0,8436,1.2,1.8,1828,3,0,1,0
14143,37,8,0,1.9,9.5,45.8,44,0.9,5769,3.6,0.1,771,1,1,0,1
14144,57,0,4,9.9,19.3,21.0,146,4.9,552,1.6,2.0,1750,3,0,0,0
14145,25,8,3,1.4,20.2,129.2,91,1.5,6805,2.1,4.5,602,4,0,0,0
14146,58,9,4,8.7,2.0,251.4,74,2.8,2716,6.9,1.0,831,2,0,0,0
14147,20,4,7,3.7,8.7,127.8,63,4.5,6287,7.6,1.3,1586,4,0,1,0
14148,33,7,6,3.1,41.0,154.9,29,2.3,1236,3.2,0.0,372,2,0,0,0
14149,27,3,3,11.6,31.8,258.4,186,2.5,9050,3.9,3.6,1749,4,1,0,0
14150,33,4,2,4.8,16.3,235.1,63,4.3,4145,1.0,1.2,1637,2,0,1,0
14151,35,9,2,11.0,12.7,173.6,152,0.5,2499,6.4,4.0,1361,1,0,0,0
14152,53,9,6,1.4,44.9,91.1,193,2.3,5557,5.3,4.0,883,2,0,0,0
14153,28,7,2,6.9,38.0,126.9,147,4.3,4612,6.0,0.5,1980,1,0,0,0
14154,46,8,4,11.5,17.4,72.8,194,1.6,4716,1.1,2.5,1975,3,0,0,0
14155,39,6,6,2.6,1.5,126.3,51,3.7,2199,5.8,2.4,830,3,0,1,0
14156,60,5,1,9.0,23.5,118.9,188,5.6,4911,3.7,0.9,1896,3,0,0,0
14157,41,4,4,11.6,31.8,285.8,11,3.8,2670,2.1,3.2,1481,1,0,1,0
14158,52,9,5,9.2,5.6,287.5,166,0.6,372,7.7,2.2,791,4,1,0,0
14159,29,8,7,3.6,21.7,220.0,77,5.6,3725,1.1,3.3,1370,3,1,0,0
14160,47,6,6,6.9,5.1,54.7,172,4.5,3120,1.9,3.4,1785,3,1,0,0
14161,27,5,4,11.9,41.8,80.1,51,2.1,1427,6.1,2.6,1988,4,1,0,0
14162,45,6,2,1.2,48.7,291.4,19,1.5,5460,5.8,1.1,325,4,0,0,0
14163,51,6,8,9.6,19.5,36.3,112,3.7,547,0.8,0.8,265,0,1,0,0
14164,23,3,7,2.4,40.0,114.5,52,5.3,397,3.2,4.6,1427,3,0,0,0
14165,35,6,0,9.4,47.6,196.5,14,5.2,5095,2.4,4.5,478,0,0,0,1
14166,31,5,3,4.8,23.3,25.6,50,5.8,9743,7.3,1.2,991,3,0,0,0
14167,24,7,3,2.6,31.0,144.8,177,2.4,5482,2.2,0.9,1748,0,1,0,0
14168,32,9,5,4.9,28.4,154.4,55,5.1,1526,6.7,3.3,1525,4,1,0,0
14169,36,5,1,2.3,37.0,32.6,114,5.1,8381,7.1,0.7,579,1,1,0,0
14170,26,1,6,7.9,7.7,100.2,11,2.8,6077,7.9,1.6,150,4,0,1,0
14171,40,4,1,9.8,8.7,105.9,15,4.5,5707,3.5,0.7,961,2,1,0,0
14172,53,6,2,6.7,9.3,69.1,151,2.3,5467,3.5,2.0,1707,2,0,1,0
14173,57,5,0,7.6,8.6,99.9,70,5.9,6444,2.0,0.3,264,1,1,0,1
14174,33,6,9,8.3,4.5,211.0,149,3.7,3655,3.0,3.8,363,0,0,1,0
14175,16,6,1,5.0,31.6,274.6,45,1.4,5135,7.9,4.8,1698,4,0,0,0
14176,48,1,5,7.7,39.0,160.8,49,5.3,301,4.6,3.4,1206,0,1,0,0
14177,15,9,9,6.1,37.9,198.6,68,1.1,5834,4.9,0.3,1836,4,0,1,0
14178,28,9,5,6.4,10.2,10.1,32,4.6,8954,0.6,0.4,362,2,1,0,0
14179,26,1,2,6.0,35.9,41.6,146,2.5,3781,2.9,1.4,1704,2,1,0,0
14180,36,9,9,8.6,29.9,112.4,171,4.1,4713,0.7,1.1,1142,2,0,0,0
14181,46,0,7,3.3,26.5,126.9,44,2.7,6803,3.5,2.9,1414,0,0,1,0
14182,56,1,6,4.7,11.2,213.8,110,5.4,8085,5.1,0.2,844,2,1,0,0
14183,50,7,1,3.8,25.6,166.7,117,2.3,4345,4.7,4.1,1829,4,1,0,0
14184,58,9,5,11.0,14.4,109.7,161,5.9,3618,1.5,4.2,1845,4,1,0,0
14185,50,0,0,9.5,16.3,118.3,130,4.6,283,1.7,1.4,758,2,0,1,1
14186,33,5,8,4.3,1.5,235.1,95,1.3,8730,5.4,4.4,265,4,1,0,0
14187,40,4,0,2.5,7.6,295.7,166,1.7,5086,6.1,1.5,740,2,1,0,1
14188,15,2,3,10.1,27.7,224.0,83,3.8,2342,7.8,2.2,699,1,0,1,0
14189,35,0,9,6.4,8.7,12.4,140,4.0,1464,5.7,0.7,1976,1,0,0,0
14190,20,2,9,6.5,46.3,248.6,70,2.4,1260,3.0,0.3,953,2,1,0,0
14191,57,6,4,1.5,41.5,185.1,170,0.8,4175,3.7,0.6,1476,0,1,0,0
14192,54,9,3,8.2,3.7,165.9,124,3.5,8148,6.6,0.6,623,4,0,1,0
14193,38,8,1,8.3,15.1,124.3,191,2.2,8528,2.2,3.1,1793,0,1,0,0
14194,21,8,1,3.3,47.5,181.4,124,4.0,3903,3.5,0.8,1240,1,0,1,0
14195,58,2,4,11.6,23.6,66.1,79,2.6,6867,7.2,4.3,402,3,1,0,0
14196,17,6,9,2.9,9.8,282.8,133,2.2,6050,4.2,1.3,1555,4,0,1,0
14197,24,5,3,9.5,30.6,207.6,88,2.6,5027,1.8,2.4,603,4,0,0,0
14198,33,8,0,11.8,43.6,224.7,161,2.3,5816,7.1,2.2,1751,0,1,0,1
14199,20,3,0,9.2,25.3,26.3,41,1.8,4420,5.1,2.8,582,2,0,1,1
14200,39,4,3,9.6,32.7,247.1,98,5.4,1148,2.5,4.2,466,2,1,0,0
14201,47,1,2,9.9,34.9,38.6,129,5.5,2527,7.0,3.0,1253,1,1,0,0
14202,25,1,5,4.6,49.6,230.0,189,3.7,1328,1.8,0.9,1535,1,1,0,0
14203,31,0,1,9.7,26.3,105.3,59,1.5,7386,5.8,3.6,957,1,0,1,0
14204,25,4,7,1.8,15.9,192.6,68,1.3,2704,3.6,0.5,1665,1,0,0,0
14205,35,1,9,2.3,15.7,57.2,174,5.0,3098,3.0,3.4,1631,3,0,0,0
14206,43,8,5,11.6,49.8,176.5,77,5.8,9695,1.4,0.5,1338,1,1,0,0
14207,35,8,9,9.7,48.8,158.3,160,3.1,8585,6.1,3.2,735,1,0,1,0
14208,45,8,3,11.1,35.4,291.1,158,0.9,9186,6.0,4.5,1767,0,1,0,0
14209,21,2,3,5.2,43.0,111.1,128,5.1,5128,3.4,1.4,333,0,0,1,0
14210,30,1,2,8.3,7.3,239.6,182,4.6,9869,5.9,3.1,1616,1,0,0,0
14211,46,0,1,3.9,34.5,262.6,142,2.5,3180,1.1,0.3,1674,1,0,0,0
14212,58,9,3,11.2,5.1,142.2,117,1.3,3139,2.2,2.7,1215,3,0,0,0
14213,18,3,9,5.1,24.3,274.2,21,4.8,3483,2.5,1.4,873,4,0,0,0
14214,20,9,5,1.6,49.3,61.3,187,5.6,2275,7.9,1.3,490,1,0,1,0
14215,52,8,6,7.6,22.9,35.8,68,2.9,6258,7.2,0.9,133,2,0,1,0
14216,43,5,9,9.8,4.1,227.5,188,3.1,8864,5.1,0.4,750,1,1,0,0
14217,45,0,7,11.0,10.0,296.2,137,3.4,2444,1.0,2.7,1442,4,0,0,0
14218,49,6,4,2.1,28.0,25.3,159,5.1,6370,0.9,4.7,829,1,0,1,0
14219,22,5,3,6.6,18.0,245.5,194,1.0,9509,5.1,3.5,1639,1,0,0,0
14220,27,3,7,7.0,6.7,114.7,162,3.5,4237,2.4,1.6,1849,2,0,0,0
14221,50,2,6,12.0,47.1,231.7,38,2.9,5421,2.3,4.7,135,1,1,0,0
14222,42,8,0,1.6,44.8,209.1,190,2.8,7037,5.3,2.7,104,2,0,0,1
14223,38,4,7,2.1,26.1,63.7,172,2.6,6115,4.1,4.0,293,3,0,0,0
14224,50,8,8,11.6,14.4,33.5,87,5.0,1616,2.4,2.7,952,2,0,0,0
14225,27,9,9,9.1,37.9,221.2,38,4.5,2404,2.7,1.9,1754,1,1,0,0
14226,60,1,0,5.3,12.9,56.2,59,4.1,202,5.5,0.2,963,3,1,0,1
14227,56,1,3,3.0,24.7,136.2,175,0.5,9817,5.1,1.4,1964,2,0,1,0
14228,20,5,6,10.6,45.2,230.8,37,0.8,1527,1.7,2.2,1096,1,0,0,0
14229,34,8,4,11.2,45.9,212.7,19,5.7,6094,1.8,1.1,869,0,0,1,0
14230,39,3,6,2.5,22.0,159.5,151,1.2,2722,4.6,0.9,627,0,0,0,0
14231,45,3,6,9.7,23.3,265.4,76,1.4,7991,2.4,3.2,1741,2,0,0,0
14232,35,9,6,3.4,44.5,249.8,177,0.8,2951,1.9,2.3,1248,4,0,0,0
14233,41,9,6,8.0,17.6,37.7,53,1.7,4838,2.6,4.9,657,3,1,0,0
14234,21,0,7,11.3,25.4,295.1,82,2.2,1334,6.1,2.2,334,1,0,0,0
14235,48,8,4,2.9,7.6,66.1,85,3.5,2236,7.2,0.5,1377,2,0,1,0
14236,27,7,2,8.7,15.1,132.9,32,1.1,5498,7.0,0.9,1326,1,0,1,0
14237,53,0,4,11.3,1.8,215.7,185,3.6,6936,3.2,3.4,843,0,0,1,0
14238,17,4,2,10.8,15.9,183.7,17,5.5,6626,2.0,2.5,1192,3,0,0,0
14239,45,0,8,9.6,49.8,137.4,150,5.3,7301,5.6,4.8,463,2,0,0,0
14240,44,7,7,1.5,40.5,89.4,129,0.8,2577,2.4,1.7,898,2,0,1,0
14241,18,5,5,2.8,33.0,270.5,134,4.5,6904,4.3,2.1,628,0,1,0,0
14242,50,0,5,8.5,18.3,177.0,165,2.3,7934,5.7,5.0,1820,1,1,0,0
14243,51,5,6,10.8,42.6,274.3,134,0.8,1382,1.5,4.4,417,1,0,1,0
14244,24,9,9,8.3,12.0,148.5,13,4.6,858,4.4,0.3,1880,1,0,0,0
14245,51,5,2,9.2,31.9,62.6,134,5.0,7586,0.7,0.4,1080,0,0,0,0
14246,22,6,6,8.9,48.4,141.3,178,4.0,6080,6.8,4.4,1888,1,0,1,0
14247,15,4,6,2.7,27.7,123.1,182,2.7,5563,6.7,1.5,305,4,0,1,0
14248,51,4,1,1.4,42.4,263.3,104,1.8,2211,5.3,3.3,780,4,0,1,0
14249,45,8,5,8.8,6.9,41.1,76,3.9,5564,2.5,4.2,855,1,0,0,0
14250,26,8,6,11.4,32.7,190.9,39,3.3,6090,4.0,3.9,462,3,0,0,0
14251,24,1,0,8.9,1.5,142.7,58,2.0,8755,1.8,4.4,310,3,0,1,1
14252,33,2,6,1.9,36.5,153.3,100,0.7,354,4.1,2.6,1127,0,1,0,0
14253,34,5,6,1.9,26.5,181.5,193,3.6,1690,4.4,0.9,592,0,1,0,0
14254,26,4,2,2.7,22.1,79.4,50,3.5,2599,2.1,0.2,1678,0,1,0,0
14255,55,7,8,2.0,14.8,273.5,67,1.1,4073,5.6,4.0,1523,3,0,1,0
14256,49,2,6,8.6,42.1,92.7,78,4.5,995,1.0,1.6,916,2,0,0,0
14257,26,5,3,5.5,9.4,287.1,71,2.6,3064,6.1,1.9,775,2,0,1,0
14258,60,5,2,1.9,18.2,22.9,53,2.2,1755,6.4,4.6,103,3,1,0,0
14259,34,6,6,8.2,9.2,100.5,110,1.2,178,2.2,2.6,1851,2,0,0,0
14260,54,3,5,8.9,37.3,134.1,16,3.4,6543,4.7,0.7,660,3,0,1,0
14261,58,0,0,4.1,33.9,224.7,71,2.5,3352,1.9,3.4,1487,0,0,1,1
14262,36,4,3,2.4,9.1,273.8,181,3.2,9413,3.0,1.3,1935,0,0,0,0
14263,59,9,4,11.4,30.0,140.2,33,4.2,1687,2.5,4.4,1863,2,0,0,0
14264,38,1,1,8.7,21.3,84.7,163,3.3,9616,1.4,2.5,1030,0,1,0,0
14265,57,7,2,2.7,37.0,140.7,79,0.9,8746,2.5,0.3,657,3,0,1,0
14266,57,2,7,2.0,23.1,131.1,148,3.7,2204,2.4,2.7,845,3,0,1,0
14267,53,3,2,1.5,48.6,281.0,42,0.8,3330,4.7,2.1,255,2,1,0,0
14268,20,3,7,2.6,16.6,146.2,161,0.7,7496,3.3,3.7,255,2,0,1,0
14269,42,8,3,10.0,40.7,239.9,43,4.5,7290,7.8,2.8,1092,2,1,0,0
14270,18,2,0,7.2,20.3,137.7,119,1.3,8034,2.8,1.9,1451,4,0,1,1
14271,40,8,7,11.5,37.2,257.8,127,3.4,8191,3.5,1.0,1907,4,0,0,0
14272,32,5,8,1.3,15.8,203.2,81,3.2,6358,5.2,4.3,1418,1,0,1,0
14273,30,2,7,4.2,33.7,286.9,154,2.9,110,0.7,3.9,1011,0,1,0,0
14274,16,9,2,7.0,12.1,82.3,106,1.3,4334,3.3,2.3,1718,3,0,0,0
14275,29,8,3,4.5,8.5,8.5,175,5.9,5866,6.3,3.1,1364,3,0,0,0
14276,41,8,8,2.5,32.5,52.8,195,4.7,4474,1.7,4.1,1127,4,0,1,0
14277,22,8,7,5.1,26.6,299.9,72,1.0,9644,6.1,1.1,564,4,0,1,0
14278,22,4,7,11.4,31.3,290.4,73,3.9,5522,5.3,3.6,1105,0,0,1,0
14279,20,6,5,2.4,25.4,29.7,106,1.3,9389,1.3,0.5,1283,0,1,0,0
14280,59,1,4,3.3,1.6,87.0,59,2.6,6069,6.0,0.1,416,0,0,1,0
14281,17,0,6,5.4,2.0,122.1,182,2.0,517,0.8,3.0,135,0,1,0,0
14282,33,7,0,7.9,41.8,7.0,149,4.3,9077,5.7,3.5,1116,2,0,1,1
14283,53,6,6,11.6,35.1,182.8,95,5.0,4514,6.8,4.4,1095,2,0,1,0
14284,30,7,3,7.8,7.1,11.7,99,1.2,9882,3.0,2.1,202,2,0,0,0
14285,26,0,8,9.4,38.4,273.9,132,3.6,481,2.4,0.1,1574,0,0,0,0
14286,24,0,3,2.4,19.5,168.4,122,2.7,7474,6.3,4.7,1860,1,1,0,0
14287,21,4,0,3.1,2.4,133.1,75,3.9,9380,1.8,2.1,1166,4,0,1,1
14288,24,1,4,2.9,39.5,54.9,72,3.2,4206,2.9,3.3,173,4,0,1,0
14289,22,2,2,6.7,49.7,195.7,75,2.0,4346,7.1,4.2,1092,0,0,1,0
14290,55,4,9,1.2,4.2,23.5,43,3.4,3557,5.7,2.8,883,1,0,1,0
14291,56,8,6,4.6,6.3,137.5,158,0.9,5470,3.0,2.2,1008,2,0,1,0
14292,39,2,7,9.5,36.5,229.6,157,5.7,954,2.0,1.6,955,1,0,1,0
14293,44,3,3,11.6,44.7,140.4,143,3.6,5642,0.6,1.6,856,3,0,1,0
14294,30,1,3,4.3,47.2,17.0,109,2.7,1072,3.3,1.9,596,3,1,0,0
14295,59,6,0,1.3,31.9,162.1,160,2.2,8963,4.3,4.5,1578,0,0,0,1
14296,39,6,1,10.3,5.9,98.7,18,1.6,2459,7.4,0.3,1465,4,0,1,0
14297,56,0,1,10.8,40.0,287.1,37,1.9,5952,1.1,3.4,1423,2,0,1,0
14298,47,1,7,3.3,8.8,149.2,49,4.2,9674,5.5,2.9,196,3,1,0,0
14299,25,0,1,6.4,24.4,131.7,96,2.8,9969,4.0,1.4,1337,3,0,1,0
14300,22,1,0,6.9,19.3,5.3,27,1.9,7936,6.6,4.1,1234,3,0,1,1
14301,32,6,7,5.9,12.4,220.3,155,1.7,3465,3.6,1.1,1562,0,1,0,0
14302,31,0,8,10.1,16.0,204.0,198,1.2,2007,1.4,4.7,584,3,1,0,0
14303,51,8,1,7.7,16.3,296.9,33,3.3,6934,2.9,3.3,734,0,1,0,0
14304,57,8,0,5.3,3.0,70.6,139,0.6,3933,2.9,1.2,729,2,0,1,1
14305,17,3,1,8.3,27.2,249.9,56,5.0,3408,5.8,4.4,736,2,1,0,0
14306,40,2,0,8.0,2.4,24.5,135,2.3,6989,2.4,1.9,1769,2,0,1,1
14307,41,4,4,7.0,44.9,259.8,96,1.6,5896,7.9,5.0,1642,0,0,0,0
14308,15,8,8,7.3,22.2,225.1,158,1.6,5109,4.4,0.5,857,2,0,1,0
14309,19,0,7,2.5,33.2,274.1,166,5.4,7864,4.2,3.8,1929,1,1,0,0
14310,27,0,6,5.1,24.9,175.1,23,2.6,8343,6.5,4.1,731,1,0,1,0
14311,24,8,6,1.3,40.9,19.1,126,1.1,9730,2.1,4.5,393,0,0,0,0
14312,24,5,1,10.8,48.3,29.3,180,2.3,7129,2.9,0.8,1434,4,1,0,0
14313,33,1,0,8.4,47.2,295.1,172,2.6,9500,6.5,5.0,689,3,1,0,1
14314,25,9,4,5.7,30.8,21.0,47,4.7,4861,0.9,1.7,1591,4,0,0,0
14315,55,9,8,3.8,32.4,10.2,10,5.8,6699,1.4,4.6,274,4,0,1,0
14316,33,1,3,10.4,44.2,107.2,92,4.6,4291,1.5,3.0,1334,2,0,1,0
14317,55,4,1,9.8,6.7,179.5,193,0.8,1786,6.4,3.1,1550,3,0,0,0
14318,44,9,0,9.7,26.4,156.9,11,2.3,7003,3.9,4.0,1363,2,0,0,1
14319,56,7,4,5.8,28.1,283.5,44,5.9,7584,2.9,3.9,849,3,0,0,0
14320,19,5,8,11.8,45.3,98.0,169,1.0,6554,3.8,1.4,1943,3,1,0,0
14321,36,3,4,6.3,16.4,197.5,173,2.5,2412,2.7,4.3,684,4,0,1,0
14322,38,8,0,9.1,6.1,125.2,127,0.6,2500,2.3,3.3,847,1,0,0,1
14323,20,0,8,3.8,17.9,17.9,188,3.1,2207,4.2,4.6,1314,1,1,0,0
14324,59,6,1,1.4,12.6,235.9,129,2.5,7280,4.2,0.8,1993,4,1,0,0
14325,45,7,7,6.9,28.5,149.1,34,2.0,2046,4.4,2.5,154,3,0,1,0
14326,30,2,9,9.3,27.2,211.8,20,3.9,8931,4.1,0.5,1517,4,0,0,0
14327,51,6,9,5.3,17.7,29.3,30,3.5,7416,5.0,4.3,1095,0,0,0,0
14328,17,2,4,6.0,42.4,108.2,98,1.6,5787,4.7,4.9,1612,3,1,0,0
14329,60,4,7,10.5,15.2,214.1,183,6.0,8930,1.3,2.0,1739,2,0,1,0
14330,15,7,1,7.2,27.7,177.8,143,3.2,2656,1.2,1.8,1569,1,0,1,0
14331,44,2,1,3.2,8.5,118.7,153,4.3,5532,4.9,1.3,1382,4,0,0,0
14332,25,7,8,11.8,22.9,87.5,137,3.8,4114,7.1,5.0,1613,0,1,0,0
14333,49,6,8,3.2,3.2,83.7,92,5.4,7126,3.6,4.4,674,3,1,0,0
14334,20,3,8,8.6,19.7,141.3,169,2.5,7478,6.2,1.7,1867,1,0,1,0
14335,59,0,9,10.4,26.4,139.5,130,6.0,2506,2.1,1.7,1897,0,0,1,0
14336,50,0,8,11.5,1.3,73.1,131,4.7,1035,3.4,3.0,625,1,1,0,0
14337,50,2,8,3.4,49.1,36.1,31,5.5,2846,4.5,3.7,1263,4,1,0,0
14338,24,2,5,2.5,13.5,52.1,168,4.2,8962,1.0,1.2,1703,3,0,0,0
14339,22,3,9,11.3,46.2,43.2,20,5.1,1952,4.5,3.0,364,4,0,0,0
14340,60,8,7,9.7,45.3,89.9,59,2.4,7860,7.6,2.3,1981,1,1,0,0
14341,50,4,7,2.3,47.9,211.7,170,4.0,9188,3.0,0.4,861,0,0,0,0
14342,26,3,4,4.4,43.2,50.1,49,3.7,3905,1.5,1.8,296,2,0,1,0
14343,56,1,6,6.1,10.5,14.3,128,3.0,1342,3.7,2.3,133,3,0,1,0
14344,24,4,8,5.9,26.4,170.9,10,3.8,1616,2.7,0.7,656,2,0,1,0
14345,24,2,2,4.9,2.1,180.8,187,5.5,6808,1.5,2.8,1067,4,1,0,0
14346,21,4,5,2.2,32.2,58.2,28,2.9,8546,1.4,0.5,1024,3,1,0,0
14347,15,4,9,2.8,6.8,67.3,17,5.2,4753,1.8,4.1,587,3,1,0,0
14348,56,5,5,6.9,36.3,240.7,88,2.7,3929,5.8,3.8,184,4,1,0,0
14349,46,3,8,3.8,20.1,281.3,149,4.7,274,2.3,2.1,1658,0,0,1,0
14350,40,3,4,2.2,18.0,53.1,38,3.1,562,7.1,4.8,137,4,1,0,0
14351,44,4,7,9.9,33.4,161.3,92,2.3,2917,0.8,4.7,866,4,0,1,0
14352,45,2,4,9.4,45.0,98.3,157,5.2,377,4.4,4.2,1939,4,0,0,0
14353,31,2,4,10.7,7.8,283.9,46,3.7,3384,7.5,0.2,1780,0,1,0,0
14354,60,6,0,7.9,37.8,14.2,145,2.5,2283,4.4,0.4,1266,2,0,1,1
14355,22,8,8,9.7,34.7,265.6,66,1.3,4432,3.8,1.4,1703,2,0,0,0
14356,30,9,1,11.4,1.6,85.6,89,2.7,8169,4.4,4.7,1360,1,0,0,0
14357,25,3,6,1.8,19.3,58.5,44,5.4,6949,0.8,1.0,869,4,0,1,0
14358,41,0,7,9.2,30.2,158.5,193,5.6,5521,6.4,1.3,264,4,1,0,0
14359,27,2,5,10.9,49.5,43.0,193,3.1,982,6.2,3.9,141,1,0,1,0
14360,20,2,9,9.7,10.6,158.1,99,4.4,822,7.5,3.6,681,2,0,0,0
14361,39,8,8,4.4,7.9,15.9,186,3.1,7979,4.7,1.1,1267,2,1,0,0
14362,59,6,0,3.0,20.6,276.1,74,2.3,7898,5.3,0.0,289,2,0,0,1
14363,15,2,4,4.5,40.4,88.6,142,2.1,9928,7.4,2.0,594,0,0,1,0
14364,28,0,9,2.5,29.9,34.6,32,0.9,7905,5.3,4.9,185,1,0,0,0
14365,37,3,6,4.3,12.7,78.1,45,3.3,5796,0.7,1.6,1692,3,1,0,0
14366,35,9,2,10.1,10.4,123.3,12,2.5,7817,3.8,4.1,1256,1,0,0,0
14367,52,9,8,5.0,15.4,212.5,24,0.9,9217,1.4,5.0,1445,1,0,1,0
14368,56,5,2,4.8,9.8,18.2,147,2.3,8420,5.6,1.5,1569,1,0,1,0
14369,50,8,7,2.4,46.8,255.8,171,3.7,7944,1.2,1.2,950,3,0,0,0
14370,31,1,5,8.6,11.7,139.6,60,2.5,2126,2.0,2.2,1637,0,1,0,0
14371,58,6,7,8.7,8.7,255.6,15,4.1,1828,1.4,2.5,1455,3,0,1,0
14372,52,2,0,2.8,15.7,35.1,127,5.9,7545,7.0,2.9,882,3,0,0,1
14373,39,1,4,3.6,13.2,139.3,189,3.6,2290,4.2,4.4,235,2,0,1,0
14374,15,6,6,1.6,44.5,148.8,27,1.1,6055,4.6,0.8,984,1,0,1,0
14375,59,9,3,3.6,47.3,181.5,182,2.4,5988,3.8,2.1,1391,0,0,1,0
14376,52,8,5,1.2,41.6,215.2,153,2.7,5151,3.6,3.6,617,3,1,0,0
14377,31,5,8,8.2,10.1,206.9,167,4.0,6772,2.9,2.1,456,0,0,0,0
14378,60,4,7,6.0,20.9,51.0,135,4.5,3168,5.9,3.7,1160,1,0,0,0
14379,48,7,7,1.6,18.9,55.5,197,2.5,411,1.8,2.3,261,2,1,0,0
14380,19,2,0,3.8,36.0,135.3,193,1.3,9441,2.3,0.1,1796,0,0,0,1
14381,28,5,0,8.4,28.1,25.6,19,2.3,1937,2.3,4.8,1995,0,0,1,1
14382,23,9,2,3.0,19.2,169.2,110,4.2,1738,7.2,2.0,1143,4,0,0,0
14383,26,2,9,7.2,4.3,22.9,166,5.9,4985,1.0,3.7,391,2,0,1,0
14384,36,3,5,9.4,48.4,15.5,165,2.1,8416,4.1,3.7,1000,4,0,0,0
14385,23,3,2,6.7,6.2,258.1,42,2.9,9316,1.0,4.1,1229,2,1,0,0
14386,44,2,4,9.0,35.3,149.4,121,3.5,9749,3.2,4.4,1728,2,0,0,0
14387,55,6,6,4.7,20.5,210.8,104,3.3,9197,6.3,0.9,440,3,1,0,0
14388,45,6,5,11.6,22.0,94.1,160,1.3,4825,0.8,2.0,256,4,0,0,0
14389,16,1,9,5.9,32.9,171.3,48,5.0,9315,1.5,2.3,815,4,0,1,0
14390,50,9,1,7.9,12.9,85.2,177,4.3,282,4.0,3.4,741,4,1,0,0
14391,44,7,0,9.3,11.0,48.5,63,5.8,6872,6.1,3.3,1404,4,1,0,1
14392,18,9,0,2.7,25.1,210.2,98,4.7,9702,3.0,2.6,141,0,0,0,1
14393,15,6,1,5.3,30.0,79.3,190,5.2,169,1.4,4.9,1183,4,0,0,0
14394,60,3,2,10.4,31.5,69.5,47,0.6,5846,2.1,4.5,1343,0,1,0,0
14395,52,9,6,11.2,43.2,279.7,103,5.5,5961,3.3,3.5,750,2,0,1,0
14396,37,5,3,11.3,18.1,240.6,57,3.6,3134,1.5,2.9,780,4,0,0,0
14397,41,8,2,4.5,34.5,171.9,80,0.6,1177,5.4,4.0,524,0,1,0,0
14398,28,6,8,5.0,12.3,164.8,142,5.9,103,4.6,1.6,124,1,0,1,0
14399,51,6,7,5.8,23.2,55.2,20,5.2,518,5.0,1.7,1050,0,0,1,0
